Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
0.730555556,CNR1324239592,Success,CID647625,eBike,KR Puram,Kammanahalli,119,70,,,No,,583,Cash,40,4.5,4.2,
0.238888889,CNR3412387949,Success,CID786300,Prime Sedan,Majestic,Hulimavu,154,140,,,No,,216,UPI,33,4.4,4.5,
0.288194444,CNR9728294566,Canceled by Driver,CID444964,Mini,Indiranagar,Whitefield,,,,Customer related issue,,,337,,0,,,
0.879166667,CNR3797886537,Success,CID692922,Prime SUV,KR Puram,Yeshwanthpur,196,120,,,No,,373,Cash,26,4.6,4.1,
0.372222222,CNR7683288053,Success,CID472301,Prime Plus,Vijayanagar,KR Puram,140,135,,,No,,584,UPI,18,3.1,3.3,
0.186805556,CNR7308621555,Canceled by Customer,CID255257,Mini,Sahakar Nagar,Whitefield,,,AC is Not working,,,,372,,0,,,
0.075,CNR8506315424,Canceled by Customer,CID384102,Mini,Hosur Road,Peenya,,,Wrong Address,,,,169,,0,,,
0.2375,CNR6289456005,Driver Not Found,CID341767,Bike,Malleshwaram,Malleshwaram,,,,,,,655,,0,,,
0.423611111,CNR3652386033,Success,CID718764,Bike,Jayanagar,MG Road,119,30,,,No,,398,UPI,4,3.3,3.3,
0.480555556,CNR7500140086,Success,CID711398,Prime SUV,Langford Town,Tumkur Road,154,90,,,No,,198,Cash,2,3.3,3.6,
0.136805556,CNR1508971604,Success,CID902685,Prime Sedan,Hebbal,BTM Layout,238,140,,,No,,305,UPI,23,3.8,4.4,
0.634722222,CNR4004898445,Canceled by Driver,CID501660,Mini,Peenya,Padmanabhanagar,,,,More than permitted people in there,,,294,,0,,,
0.301388889,CNR8826275068,Success,CID257693,Prime Sedan,Richmond Town,Tumkur Road,252,65,,,No,,161,Cash,5,4.1,4,
0.422916667,CNR2361275900,Success,CID429569,Auto,Magadi Road,Peenya,126,60,,,No,,169,Cash,12,4.7,3.8,
0.695138889,CNR1911058132,Success,CID309575,Mini,Mysore Road,Hosur Road,301,125,,,No,,101,Cash,1,3.6,3.7,
0.157638889,CNR8926984331,Success,CID860681,Auto,Kengeri,Shantinagar,175,120,,,No,,192,Cash,15,4.6,4.5,
0.539583333,CNR2191224963,Canceled by Driver,CID702491,Mini,Koramangala,Varthur,,,,More than permitted people in there,,,393,,0,,,
0.881944444,CNR6024993831,Canceled by Customer,CID689882,eBike,Cox Town,Kadugodi,,,AC is Not working,,,,414,,0,,,
0.180555556,CNR3704418934,Canceled by Customer,CID679996,Bike,Yeshwanthpur,Malleshwaram,,,Change of plans,,,,1816,,0,,,
0.276388889,CNR6259704301,Success,CID228411,Prime Sedan,Jayanagar,HSR Layout,161,75,,,No,,366,Cash,28,3.8,3.2,
0.015277778,CNR4588889454,Driver Not Found,CID955141,Prime SUV,Rajarajeshwari Nagar,Cox Town,,,,,,,417,,0,,,
0.314583333,CNR9855871509,Canceled by Driver,CID750118,Prime Sedan,RT Nagar,Mysore Road,,,,Personal & Car related issue,,,371,,0,,,
0.811805556,CNR6491202733,Success,CID188757,Mini,Magadi Road,Cox Town,56,45,,,No,,175,UPI,2,3.4,3.3,
0.527083333,CNR1767970743,Success,CID989298,Bike,Peenya,Rajarajeshwari Nagar,70,85,,,No,,494,UPI,28,3.1,3.8,
0.502777778,CNR6136026561,Success,CID233895,eBike,HSR Layout,Bellandur,49,100,,,No,,441,UPI,27,3.1,3.1,
0.648611111,CNR7642653871,Success,CID877855,Prime Sedan,Banashankari,Sarjapur Road,252,80,,,No,,471,Cash,23,4.4,4.6,
0.914583333,CNR8369636566,Success,CID718559,Prime Plus,Indiranagar,Yelahanka,210,85,,,No,,389,Cash,14,3.2,4.6,
0.393055556,CNR8073437118,Canceled by Driver,CID580478,eBike,Hennur,Langford Town,,,,Customer related issue,,,202,,0,,,
0.925694444,CNR5116585243,Canceled by Driver,CID847377,Auto,Tumkur Road,Ulsoor,,,,Customer was coughing/sick,,,253,,0,,,
0.772916667,CNR9699923253,Success,CID398168,Prime SUV,Indiranagar,Basavanagudi,217,105,,,No,,882,Cash,43,3.2,4.1,
0.357638889,CNR1201589640,Canceled by Customer,CID539191,Prime Sedan,Banashankari,Cox Town,,,Driver asked to cancel,,,,176,,0,,,
0.813194444,CNR1689403754,Success,CID515450,Mini,Devanahalli,Hosur Road,259,120,,,No,,417,UPI,24,4.2,3.8,
0.997222222,CNR1501229480,Success,CID323779,Mini,Banashankari,Richmond Town,273,55,,,No,,130,Credit Card,41,3.5,4.5,
0.282638889,CNR8602417067,Success,CID771701,Prime SUV,Cox Town,Basavanagudi,168,40,,,No,,235,UPI,17,3.7,3.7,
0.386111111,CNR5180944150,Success,CID200875,Prime Sedan,Magadi Road,Bannerghatta Road,231,60,,,No,,325,Credit Card,21,4.7,5,
0.33125,CNR5569548787,Success,CID141634,Prime Plus,Banashankari,Shivajinagar,252,40,,,No,,290,UPI,22,4.8,4.4,
0.99375,CNR2826030097,Success,CID786912,Bike,Koramangala,Mysore Road,63,25,,,No,,131,Cash,20,4.4,3.1,
0.775694444,CNR4887495881,Canceled by Customer,CID916150,Prime SUV,Chamarajpet,Ramamurthy Nagar,,,AC is Not working,,,,148,,0,,,
0.111805556,CNR4946474476,Canceled by Customer,CID605609,Bike,Chamarajpet,BTM Layout,,,AC is Not working,,,,463,,0,,,
0.247916667,CNR5414099759,Success,CID387411,Prime Sedan,Rajajinagar,Ramamurthy Nagar,161,140,,,No,,339,UPI,17,3.1,3.4,
0.845138889,CNR2568139914,Driver Not Found,CID878056,Prime SUV,Whitefield,RT Nagar,,,,,,,314,,0,,,
0.147222222,CNR8892975500,Success,CID485817,Bike,Rajarajeshwari Nagar,Sahakar Nagar,91,145,,,No,,512,Cash,48,3.1,4.2,
0.604861111,CNR7552726236,Driver Not Found,CID398384,Prime Plus,Magadi Road,Chickpet,,,,,,,443,,0,,,
0.90625,CNR1200026621,Success,CID233911,Prime SUV,Chickpet,Tumkur Road,266,85,,,No,,1467,UPI,32,4.7,3.5,
0.101388889,CNR4187447284,Driver Not Found,CID657255,Prime SUV,Ramamurthy Nagar,RT Nagar,,,,,,,353,,0,,,
0.295138889,CNR3623533429,Success,CID447644,Prime Plus,Basavanagudi,Yeshwanthpur,210,55,,,No,,476,UPI,23,3.1,4.9,
0.838888889,CNR3824632577,Canceled by Driver,CID713810,Bike,Sahakar Nagar,Koramangala,,,,Personal & Car related issue,,,142,,0,,,
0.275694444,CNR2817233926,Success,CID620466,eBike,Kengeri,Koramangala,154,145,,,No,,471,UPI,26,4.9,3.8,
0.461805556,CNR2091398962,Success,CID935203,eBike,Bannerghatta Road,Indiranagar,252,40,,,No,,382,Cash,21,3.6,4.2,
0.021527778,CNR5220085842,Canceled by Driver,CID775449,Prime Sedan,Rajajinagar,Bellandur,,,,Personal & Car related issue,,,401,,0,,,
0.446527778,CNR9795770576,Success,CID518512,Auto,Yelahanka,Basavanagudi,161,30,,,No,,148,Cash,18,3.1,4.1,
0.802777778,CNR4627809411,Success,CID463284,Auto,Shivajinagar,Electronic City,119,100,,,No,,204,UPI,11,4.8,3.4,
0.472916667,CNR4003939102,Success,CID193230,Mini,Varthur,Tumkur Road,168,110,,,No,,666,Cash,9,4.5,3,
0.245138889,CNR1308261538,Success,CID605780,eBike,Richmond Town,Rajarajeshwari Nagar,126,60,,,No,,425,UPI,5,4.8,4.4,
0.373611111,CNR1556710084,Success,CID201508,Prime Sedan,RT Nagar,JP Nagar,154,105,,,No,,172,Cash,41,3.1,4.2,
0.390277778,CNR4639016703,Success,CID649293,Prime Plus,Langford Town,Nagarbhavi,98,50,,,No,,398,Cash,35,4.9,3.5,
0.911805556,CNR3136156514,Canceled by Customer,CID270149,Prime Plus,Indiranagar,Sarjapur Road,,,Wrong Address,,,,741,,0,,,
0.407638889,CNR6635680436,Driver Not Found,CID740522,Prime Plus,Devanahalli,Jayanagar,,,,,,,446,,0,,,
0.074305556,CNR6522259243,Canceled by Driver,CID499536,Prime Sedan,Tumkur Road,Chamarajpet,,,,More than permitted people in there,,,315,,0,,,
0.119444444,CNR9257492650,Success,CID288060,Bike,MG Road,Shantinagar,112,125,,,No,,470,Cash,38,3.6,4.2,
0.638194444,CNR5237090288,Canceled by Driver,CID422022,Prime SUV,Kadugodi,Jayanagar,,,,Personal & Car related issue,,,408,,0,,,
0.577083333,CNR2055496400,Canceled by Customer,CID734557,Auto,Mysore Road,Sahakar Nagar,,,Driver asked to cancel,,,,2925,,0,,,
0.03125,CNR1352748737,Driver Not Found,CID392228,Prime Sedan,Hebbal,Frazer Town,,,,,,,1048,,0,,,
0.766666667,CNR8505998754,Success,CID393226,Mini,Marathahalli,Shivajinagar,112,130,,,No,,360,UPI,1,4.4,4.7,
0.601388889,CNR3848737052,Canceled by Customer,CID999015,Mini,Varthur,Kengeri,,,Driver is not moving towards pickup location,,,,341,,0,,,
0.3625,CNR3022399674,Success,CID791723,eBike,Sarjapur Road,Peenya,287,55,,,No,,310,Cash,2,3.1,4.9,
0.923611111,CNR4201304521,Success,CID207572,eBike,Kammanahalli,Frazer Town,63,105,,,No,,1289,Cash,3,4.4,3.3,
0.666666667,CNR8110334234,Success,CID107282,Prime Plus,MG Road,Hennur,294,50,,,No,,745,Cash,3,3.8,4.7,
0.355555556,CNR1820951934,Canceled by Customer,CID228355,Prime SUV,Kammanahalli,Hosur Road,,,Driver asked to cancel,,,,459,,0,,,
0.102777778,CNR3295449162,Success,CID182011,Prime SUV,Indiranagar,JP Nagar,126,45,,,No,,313,Cash,38,3.4,3.3,
0.5625,CNR9405769135,Success,CID841846,eBike,Peenya,Padmanabhanagar,168,115,,,No,,517,Cash,14,3.6,4.7,
0.954861111,CNR2179333461,Success,CID159326,Bike,Nagarbhavi,Vijayanagar,147,90,,,No,,332,UPI,31,4.4,4.3,
0.986111111,CNR2050487810,Canceled by Driver,CID376747,Prime SUV,Kengeri,Mysore Road,,,,Customer related issue,,,145,,0,,,
0.495833333,CNR9970948492,Success,CID758267,Prime Sedan,Kammanahalli,Sahakar Nagar,112,100,,,No,,229,Cash,7,3,4.7,
0.667361111,CNR3011053515,Canceled by Driver,CID131209,Bike,Rajajinagar,JP Nagar,,,,Personal & Car related issue,,,470,,0,,,
0.219444444,CNR4591666574,Success,CID229257,eBike,Ulsoor,Kengeri,196,115,,,No,,278,UPI,48,3.5,4.2,
0.302083333,CNR1610148184,Success,CID131708,Mini,Sahakar Nagar,Kammanahalli,49,50,,,No,,790,UPI,16,3.5,3.1,
0.158333333,CNR4526799105,Driver Not Found,CID880836,Prime SUV,Cox Town,Rajajinagar,,,,,,,941,,0,,,
0.60625,CNR7697944209,Driver Not Found,CID199182,Auto,Jayanagar,Shivajinagar,,,,,,,2801,,0,,,
0.745138889,CNR7154043084,Success,CID391013,Auto,Marathahalli,Indiranagar,140,115,,,Yes,Customer Demand,525,UPI,11,3,4.5,
0.838194444,CNR9283642129,Canceled by Driver,CID276282,Prime SUV,RT Nagar,RT Nagar,,,,Personal & Car related issue,,,433,,0,,,
0.580555556,CNR4676896526,Canceled by Driver,CID494856,Auto,Varthur,Marathahalli,,,,Customer related issue,,,376,,0,,,
0.853472222,CNR1615053684,Success,CID180831,Mini,KR Puram,Ulsoor,252,140,,,No,,346,Cash,13,3.7,4.1,
0.670833333,CNR7734380067,Canceled by Driver,CID853726,Prime SUV,Koramangala,JP Nagar,,,,More than permitted people in there,,,260,,0,,,
0.809027778,CNR7042244136,Success,CID998521,Prime Plus,Marathahalli,Sahakar Nagar,126,30,,,No,,156,Cash,25,3.7,3.4,
0.332638889,CNR7908519469,Success,CID357963,eBike,Nagarbhavi,KR Puram,301,75,,,No,,757,Credit Card,30,3.2,4.7,
0.198611111,CNR1121889731,Success,CID208336,Prime Sedan,Devanahalli,Mysore Road,301,60,,,No,,390,Cash,42,4.8,4,
0.625694444,CNR3193710797,Success,CID467902,Prime Sedan,Padmanabhanagar,Richmond Town,161,120,,,Yes,Other Issue,976,UPI,27,4.3,4.3,
0.883333333,CNR6820098709,Canceled by Driver,CID678710,eBike,Sahakar Nagar,Mysore Road,,,,Personal & Car related issue,,,329,,0,,,
0.65,CNR9590135968,Success,CID652106,eBike,Yeshwanthpur,Tumkur Road,105,60,,,No,,999,UPI,43,4.6,4.2,
0.755555556,CNR4053893416,Success,CID708547,Auto,Vijayanagar,Rajarajeshwari Nagar,259,30,,,No,,283,UPI,7,3.4,3.4,
0.629166667,CNR5706980210,Success,CID228167,eBike,Malleshwaram,Indiranagar,168,120,,,No,,463,Cash,15,4.4,3.6,
0.636805556,CNR8545338624,Success,CID691224,Auto,Electronic City,JP Nagar,140,145,,,No,,353,UPI,7,4.7,4.9,
0.002777778,CNR6792235623,Driver Not Found,CID439520,Prime Sedan,Devanahalli,JP Nagar,,,,,,,495,,0,,,
0.561111111,CNR3347159067,Success,CID823164,Auto,Varthur,Kengeri,133,135,,,No,,292,UPI,16,4.6,3.5,
0.645138889,CNR2200769825,Success,CID637025,Prime Plus,Mysore Road,Malleshwaram,210,25,,,No,,448,UPI,15,3.2,4.9,
0.600694444,CNR8037382031,Canceled by Customer,CID440310,Prime SUV,Indiranagar,Hosur Road,,,AC is Not working,,,,103,,0,,,
0.109027778,CNR8476582596,Canceled by Driver,CID687136,Auto,Richmond Town,Electronic City,,,,More than permitted people in there,,,186,,0,,,
0.270833333,CNR7073850950,Success,CID880026,Auto,Vijayanagar,Langford Town,301,105,,,Yes,Customer Demand,110,Cash,3,3.7,3.6,
0.784722222,CNR6613464835,Canceled by Customer,CID489613,Mini,Whitefield,Vijayanagar,,,Change of plans,,,,173,,0,,,
0.402777778,CNR7956960667,Success,CID407740,Prime Plus,Nagarbhavi,Shivajinagar,210,105,,,No,,512,Cash,14,4.9,4.9,
0.781944444,CNR3469722999,Driver Not Found,CID822937,Prime SUV,Jayanagar,Peenya,,,,,,,2005,,0,,,
0.365277778,CNR9952584604,Success,CID184856,Bike,Hosur Road,Hennur,224,65,,,Yes,Customer Demand,238,Cash,18,4.7,4.6,
0.765972222,CNR5433575259,Success,CID763377,Prime Sedan,Indiranagar,Langford Town,189,135,,,Yes,Vehicle Breakdown,1921,UPI,40,3.3,3.9,
0.217361111,CNR3797151024,Driver Not Found,CID106150,Mini,KR Puram,Banashankari,,,,,,,296,,0,,,
0.4,CNR1888228418,Success,CID913584,eBike,Kadugodi,Varthur,273,110,,,No,,499,Cash,14,4.8,3.9,
0.502083333,CNR6094620721,Success,CID195370,Prime Plus,JP Nagar,Mysore Road,238,25,,,No,,525,Cash,22,4.3,4,
0.288888889,CNR2029679396,Success,CID825106,Prime Plus,Peenya,Frazer Town,105,30,,,No,,308,Cash,13,4.7,3.3,
0.299305556,CNR5108136862,Canceled by Customer,CID869726,Prime SUV,Chickpet,JP Nagar,,,Driver asked to cancel,,,,118,,0,,,
0.434722222,CNR7197746515,Canceled by Driver,CID911238,Mini,Banashankari,HSR Layout,,,,Customer related issue,,,228,,0,,,
0.489583333,CNR3914143185,Canceled by Customer,CID656359,Bike,Kadugodi,Chickpet,,,Change of plans,,,,326,,0,,,
0.325694444,CNR4970390019,Driver Not Found,CID656067,Bike,MG Road,Sahakar Nagar,,,,,,,849,,0,,,
0.253472222,CNR4643101961,Success,CID843965,Prime Sedan,RT Nagar,Basavanagudi,308,110,,,No,,678,Cash,32,4.6,3.5,
0.945833333,CNR9462510170,Canceled by Customer,CID517686,Prime Plus,Mysore Road,Ulsoor,,,Driver is not moving towards pickup location,,,,431,,0,,,
0.103472222,CNR3791458762,Success,CID253766,Prime Sedan,Malleshwaram,Marathahalli,280,80,,,No,,235,UPI,13,4,3.9,
0.632638889,CNR6755458210,Success,CID762854,Mini,Magadi Road,Richmond Town,119,110,,,No,,223,Cash,3,5,4.8,
0.928472222,CNR6729349884,Success,CID901336,Prime SUV,Bellandur,Kadugodi,49,95,,,No,,445,Cash,48,3.2,4.7,
0.886111111,CNR3435305950,Success,CID780659,Prime Sedan,Hulimavu,Chamarajpet,98,125,,,No,,601,UPI,22,3.7,3.4,
0.363194444,CNR2586365783,Canceled by Driver,CID105655,eBike,Chamarajpet,Electronic City,,,,More than permitted people in there,,,198,,0,,,
0.970138889,CNR3475649716,Canceled by Driver,CID154151,Prime Sedan,JP Nagar,Hosur Road,,,,Personal & Car related issue,,,358,,0,,,
0.701388889,CNR1463816868,Success,CID517719,Prime SUV,HSR Layout,Hulimavu,189,80,,,No,,492,Cash,6,4.5,3.9,
0.120138889,CNR5341551432,Canceled by Customer,CID506435,Mini,Hebbal,Koramangala,,,Driver is not moving towards pickup location,,,,233,,0,,,
0.805555556,CNR5793610952,Success,CID490677,Bike,KR Puram,JP Nagar,56,130,,,No,,984,Credit Card,24,3.9,3.7,
0.289583333,CNR9707279332,Success,CID666870,Prime Sedan,Rajarajeshwari Nagar,Hulimavu,147,55,,,No,,833,UPI,14,3.3,3.1,
0.524305556,CNR2270293390,Success,CID656262,eBike,Marathahalli,Shivajinagar,133,105,,,No,,435,UPI,3,4.1,3,
0.875,CNR9406709395,Success,CID139229,Auto,Ulsoor,Yeshwanthpur,196,105,,,No,,484,UPI,5,4,3.3,
0.454861111,CNR5071594520,Success,CID740051,Bike,KR Puram,Jayanagar,280,85,,,No,,229,Cash,16,3.1,3.4,
0.866666667,CNR3575066041,Success,CID499436,Prime SUV,Shivajinagar,RT Nagar,301,105,,,Yes,Vehicle Breakdown,181,Credit Card,2,3.3,4.8,
0.515277778,CNR2930589148,Success,CID732234,eBike,Kadugodi,Ulsoor,105,140,,,No,,717,UPI,3,4.9,3.3,
0.05,CNR7831208502,Success,CID737968,Auto,RT Nagar,Cox Town,245,135,,,No,,262,Credit Card,12,3.5,3.7,
0.566666667,CNR1502301342,Success,CID545036,Bike,Chamarajpet,Peenya,119,100,,,No,,246,UPI,23,3.9,3.3,
0.952777778,CNR1372123891,Canceled by Customer,CID348365,Prime SUV,Cox Town,Vijayanagar,,,Driver asked to cancel,,,,228,,0,,,
0.84375,CNR3907697108,Success,CID234494,Prime SUV,Bellandur,Hosur Road,70,70,,,No,,427,Cash,1,3.5,3,
0.740972222,CNR2390405629,Success,CID686818,Mini,MG Road,Richmond Town,287,110,,,No,,305,Cash,37,3.2,3.3,
0.861111111,CNR9545114159,Canceled by Driver,CID576096,Prime Plus,BTM Layout,Frazer Town,,,,Customer related issue,,,1501,,0,,,
0.44375,CNR4224138624,Success,CID990844,eBike,Kadugodi,Whitefield,175,35,,,No,,489,UPI,16,3.7,3.9,
0.998611111,CNR5217934339,Success,CID427019,Prime SUV,Electronic City,Majestic,224,75,,,No,,791,UPI,21,5,3.9,
0.370833333,CNR7537935962,Success,CID200131,eBike,Shantinagar,Hebbal,63,100,,,Yes,Customer Demand,460,UPI,4,3.6,3.7,
0.696527778,CNR4079474864,Success,CID197349,Prime Sedan,Peenya,Varthur,140,90,,,No,,2047,UPI,29,3,3.7,
0.165277778,CNR1983010766,Success,CID811508,Prime Plus,Whitefield,Indiranagar,147,50,,,No,,2655,UPI,26,3.3,4.5,
0.334722222,CNR4679441912,Success,CID501578,Bike,JP Nagar,Shivajinagar,224,130,,,No,,2655,Cash,4,3.1,4.4,
0.050694444,CNR1076402213,Success,CID133857,Mini,Kengeri,JP Nagar,140,50,,,No,,828,Cash,34,4.1,4.8,
0.715277778,CNR6208623380,Success,CID612908,eBike,Chickpet,Indiranagar,217,35,,,No,,276,UPI,34,4.4,4.1,
0.93125,CNR3629707818,Canceled by Customer,CID176370,eBike,Hulimavu,Majestic,,,Driver asked to cancel,,,,2712,,0,,,
0.293055556,CNR5856350738,Success,CID362252,Prime SUV,MG Road,Hebbal,217,115,,,No,,379,Cash,30,4.7,4.5,
0.107638889,CNR2780804227,Driver Not Found,CID211065,Prime SUV,Hebbal,Vijayanagar,,,,,,,316,,0,,,
0.022222222,CNR2722435581,Success,CID877036,Mini,Padmanabhanagar,Malleshwaram,98,55,,,Yes,Vehicle Breakdown,323,UPI,14,4.2,4.5,
0.471527778,CNR9290227906,Canceled by Driver,CID753312,Prime Sedan,Vijayanagar,Ramamurthy Nagar,,,,Customer related issue,,,840,,0,,,
0.75625,CNR1347489072,Success,CID285104,eBike,Hennur,Hosur Road,273,55,,,No,,676,UPI,8,3.6,3.9,
0.872916667,CNR7720291436,Success,CID133774,Prime SUV,Shantinagar,Chamarajpet,252,95,,,No,,387,Cash,19,4.4,4.8,
0.718055556,CNR6838162057,Success,CID662763,Prime Plus,Ulsoor,BTM Layout,273,130,,,No,,349,UPI,6,4.9,4,
0.842361111,CNR6166016638,Canceled by Customer,CID662385,Prime SUV,Sahakar Nagar,BTM Layout,,,Driver is not moving towards pickup location,,,,743,,0,,,
0.352777778,CNR5947910660,Success,CID422131,Auto,Rajajinagar,HSR Layout,287,120,,,No,,105,UPI,13,4.5,3.5,
0.411111111,CNR8113882660,Success,CID445833,Prime SUV,JP Nagar,Yeshwanthpur,42,30,,,No,,552,Cash,5,4.5,3.8,
0.297916667,CNR3789535898,Canceled by Driver,CID526348,Mini,Marathahalli,Marathahalli,,,,Customer was coughing/sick,,,313,,0,,,
0.7125,CNR9181242940,Canceled by Customer,CID363462,Mini,Hebbal,Peenya,,,AC is Not working,,,,424,,0,,,
0.840277778,CNR6438361240,Success,CID552719,Auto,Richmond Town,Banashankari,308,130,,,No,,493,UPI,7,3.8,4.7,
0.422222222,CNR8478583704,Canceled by Driver,CID176945,Prime SUV,Frazer Town,RT Nagar,,,,Personal & Car related issue,,,394,,0,,,
0.350694444,CNR5495479048,Success,CID497169,Auto,Sarjapur Road,Basavanagudi,77,100,,,Yes,Other Issue,2890,Cash,7,4.1,4.5,
0.165972222,CNR1747667235,Canceled by Driver,CID972016,Prime Sedan,Bannerghatta Road,Frazer Town,,,,Personal & Car related issue,,,135,,0,,,
0.656944444,CNR8742059228,Canceled by Driver,CID912775,eBike,Langford Town,Padmanabhanagar,,,,More than permitted people in there,,,179,,0,,,
0.516666667,CNR2249500651,Success,CID195665,Prime SUV,Tumkur Road,Frazer Town,63,40,,,No,,280,Cash,20,4.5,4.8,
0.686111111,CNR5897488662,Success,CID352984,Auto,Bannerghatta Road,Shantinagar,189,85,,,No,,264,Cash,4,3.6,3.4,
0.009027778,CNR8097977794,Success,CID789728,Auto,Kadugodi,Electronic City,119,100,,,No,,445,Cash,15,3.9,4.7,
0.544444444,CNR3295803854,Success,CID835843,Prime Plus,Indiranagar,Kammanahalli,112,100,,,No,,496,UPI,33,5,4.9,
0.260416667,CNR1857015366,Driver Not Found,CID673441,Auto,Cox Town,Chamarajpet,,,,,,,872,,0,,,
0.7875,CNR6533526552,Canceled by Customer,CID221628,Auto,Yelahanka,Ulsoor,,,Driver asked to cancel,,,,346,,0,,,
0.659722222,CNR4196099018,Driver Not Found,CID850806,Auto,Cox Town,Peenya,,,,,,,387,,0,,,
0.956944444,CNR4877674130,Success,CID108174,Auto,RT Nagar,Rajarajeshwari Nagar,175,25,,,No,,767,UPI,8,4.3,4.5,
0.297222222,CNR9380992083,Success,CID599667,Prime Sedan,Banashankari,Koramangala,203,125,,,No,,658,UPI,45,3.5,4.9,
0.243055556,CNR1744423480,Canceled by Customer,CID759125,Bike,Indiranagar,Rajarajeshwari Nagar,,,Driver is not moving towards pickup location,,,,229,,0,,,
0.077083333,CNR8089487405,Success,CID921577,Prime Sedan,Ulsoor,Varthur,168,75,,,No,,319,Cash,22,3.2,4,
0.618055556,CNR3216137549,Success,CID605790,Prime SUV,Langford Town,Whitefield,119,90,,,No,,775,Cash,23,4.2,3.3,
0.815277778,CNR2752149819,Success,CID868307,Mini,Ulsoor,Chamarajpet,280,110,,,No,,411,Debit Card,44,3,3.9,
0.010416667,CNR7450856558,Success,CID121389,Prime Sedan,Chickpet,Electronic City,266,40,,,No,,168,Cash,31,4.9,4.7,
0.226388889,CNR7687168562,Canceled by Customer,CID291794,Prime Plus,RT Nagar,Hulimavu,,,Driver asked to cancel,,,,499,,0,,,
0.713888889,CNR2616039565,Canceled by Customer,CID880418,Prime Sedan,Kengeri,Peenya,,,Wrong Address,,,,342,,0,,,
0.213888889,CNR7512638761,Canceled by Driver,CID301991,Prime Plus,Chamarajpet,Devanahalli,,,,More than permitted people in there,,,651,,0,,,
0.490972222,CNR9577062720,Success,CID192204,Prime Sedan,BTM Layout,Chamarajpet,63,40,,,No,,217,Cash,18,3.7,4.2,
0.419444444,CNR3021914528,Canceled by Driver,CID308808,eBike,Padmanabhanagar,Rajarajeshwari Nagar,,,,Personal & Car related issue,,,252,,0,,,
0.796527778,CNR6179732934,Driver Not Found,CID692565,Prime Plus,Kammanahalli,Vijayanagar,,,,,,,285,,0,,,
0.129861111,CNR1647637548,Success,CID801387,Mini,Shivajinagar,Peenya,49,75,,,No,,615,UPI,1,4.2,4.9,
0.769444444,CNR4195153311,Success,CID139167,Prime Sedan,Ulsoor,Majestic,238,75,,,No,,237,UPI,38,5,3.4,
0.317361111,CNR4827484325,Driver Not Found,CID854470,Bike,Peenya,Chickpet,,,,,,,356,,0,,,
0.899305556,CNR8000993482,Success,CID855897,Prime SUV,Frazer Town,Ramamurthy Nagar,266,40,,,No,,1835,Credit Card,37,3.6,4.8,
0.579166667,CNR2588489711,Success,CID271119,Prime Sedan,Hebbal,Bannerghatta Road,231,75,,,No,,1065,UPI,40,3.4,4.1,
0.052083333,CNR2564639381,Canceled by Driver,CID916466,Auto,Nagarbhavi,RT Nagar,,,,Personal & Car related issue,,,495,,0,,,
0.7,CNR9128487422,Driver Not Found,CID287874,Prime SUV,RT Nagar,Hosur Road,,,,,,,237,,0,,,
0.153472222,CNR9371669050,Success,CID686863,eBike,Cox Town,Langford Town,231,90,,,No,,256,UPI,32,3.9,4.4,
0.672222222,CNR4457088806,Success,CID263437,Mini,Chickpet,Electronic City,42,40,,,No,,309,Cash,24,4,3.6,
0.924305556,CNR4354062360,Canceled by Driver,CID505113,Mini,RT Nagar,Peenya,,,,Personal & Car related issue,,,782,,0,,,
0.690972222,CNR6491123218,Canceled by Driver,CID987117,Prime Sedan,Varthur,Indiranagar,,,,Personal & Car related issue,,,208,,0,,,
0.9125,CNR6809456544,Success,CID360773,Auto,Tumkur Road,Padmanabhanagar,84,125,,,No,,228,Cash,13,3.7,4.6,
0.163888889,CNR1862612151,Success,CID847056,Prime Sedan,Kengeri,Mysore Road,301,60,,,No,,364,Credit Card,5,4,4.8,
0.189583333,CNR3686926291,Success,CID868427,eBike,Ramamurthy Nagar,MG Road,56,45,,,No,,2944,Cash,3,4.6,4.8,
0.092361111,CNR5988079650,Driver Not Found,CID360385,Prime Plus,JP Nagar,Ulsoor,,,,,,,2143,,0,,,
0.204861111,CNR3276138022,Canceled by Driver,CID924057,Prime Sedan,Magadi Road,Yeshwanthpur,,,,Customer was coughing/sick,,,172,,0,,,
0.732638889,CNR3958098786,Success,CID685088,Prime Plus,Kadugodi,Sahakar Nagar,119,130,,,No,,2429,Cash,33,3.9,3.1,
0.750694444,CNR1816364514,Success,CID953810,Auto,Varthur,Marathahalli,91,30,,,No,,809,UPI,1,3.9,3.4,
0.835416667,CNR6972748438,Success,CID554381,Prime SUV,Vijayanagar,Majestic,280,50,,,No,,133,UPI,21,4.1,5,
0.377777778,CNR1791648324,Canceled by Driver,CID663767,Prime Sedan,Koramangala,Rajajinagar,,,,Personal & Car related issue,,,367,,0,,,
0.834027778,CNR7103761124,Driver Not Found,CID674742,Bike,Rajajinagar,JP Nagar,,,,,,,742,,0,,,
